Question,label
"A sequence of integer coordinates (x, y) is generated as follows: Starting at (0, 0), move in the directions right, up, left, down, right, up, and so on. The distance moved in each step increases by 1 unit. How many points with both coordinates between 0 and 1000 (inclusive) cannot be reached by this sequence?",5
"In a 3D coordinate system, planes P and Q are defined by equations 2x + 3y - z = 5 and x - y + 2z = 3 respectively. Find the angle between the normal vectors of these planes, rounded to the nearest degree.",6
"A biased six-sided die has probabilities of rolling each number proportional to that number (e.g., 6 is six times as likely as 1). If the die is rolled twice, what is the probability that the sum of the two rolls is exactly 7?",3
"A computer generates a random permutation of the integers from 1 to 10. What is the probability, as a percentage rounded to two decimal places, that the permutation contains exactly three ascending subsequences of length 3?",5
"In a psychological experiment, reaction times T (in seconds) are modeled by an exponential distribution with parameter λ = 0.5. What is the probability that a randomly selected participant has a reaction time between 1 and 3 seconds?",3
Prove that the quotient space obtained by identifying opposite points on the surface of a sphere is homeomorphic to the real projective plane.,7
"A social media platform allows usernames of exactly 8 characters, where each character can be a lowercase letter (a-z) or a digit (0-9). If a valid username must contain at least one digit and cannot have two consecutive digits, how many possible usernames are there?",5
"A café offers 20 different flavors of ice cream, numbered from 1 to 20. Three friends want to share a triple scoop cone, with each person choosing one flavor. They agree that the difference between any two flavor numbers must be even. In how many ways can they select their ice cream combination?",5
"A standard deck of 52 playing cards contains 13 hearts. If you draw 3 cards without replacement, what is the probability that all three cards are hearts?",3
"In a social network with n users, let A be the adjacency matrix where a_ij = 1 if user i and j are friends, and 0 otherwise. If B is the matrix where b_ij is the number of common friends between user i and j, express B in terms of A.",6
"Determine the surface area of the helical tube defined by the parametric equations x = cos(t), y = sin(t), z = t, and with a circular cross-section of radius r = 0.1, for 0 ≤ t ≤ 4π.",2
"In a linear transformation T from R² to R², T(1,0) = (2,1) and T(0,1) = (-1,3). What is T(3,-2)? (A) (8, -3) (B) (4, -5) (C) (7, -5) (D) (5, -7) (E) (6, -5)",6
"A random variable X follows a continuous uniform distribution over the interval [0, 4]. Define Y = ⌊X²⌋, where ⌊x⌋ represents the floor function. What is the expected value of Y?",3
"Find all positive integer solutions to the equation $\lfloor \sqrt{x+3} \rfloor - \lfloor \sqrt{x} \rfloor = (\sqrt{3}-1)^{2023}$, where $\lfloor \cdot \rfloor$ denotes the floor function.",4
"Let R be the ring of polynomials over the complex numbers, and I an ideal of R. Prove that R/I is a field if and only if I is a maximal ideal of R.",7
"Given a topological space X, prove that if every continuous function f: X → ℝ is constant, then X is connected.",7
"If the determinant of a 2x2 matrix [a b; c d] is 10 and a + d = 7, which of these could be the matrix? (A) [3 2; 1 4] (B) [5 1; 2 2] (C) [4 2; 3 3] (D) [6 -1; 11 1] (E) [2 3; -3 5]",6
"Evaluate the improper integral of (x^2 + 1)^(-3/2) from 0 to infinity, if it converges.",2
"A card game uses a special deck of 24 cards, with 6 different colors and 4 cards of each color. Players draw cards one at a time without replacement. The game ends if a player ever holds 4 cards of different colors or if all cards are drawn. What is the probability, as a decimal rounded to four places, that all cards will be drawn before a player holds 4 different colors?",3
"A quality control process involves testing electronic components in batches. Each batch contains 12 components, with exactly 3 pairs of identical components and 6 unique components. Components are tested randomly, one at a time, and pairs are set aside when both have been tested. The process stops if 4 non-matching components are being tested simultaneously or if all components are tested. Find the probability that all components will be tested, expressed as p/q where p and q are coprime positive integers. What is the value of p + q?",3
"In a survey of 200 students, 120 like pizza and 150 like burgers. If 90 students like both pizza and burgers, what is the probability that a randomly selected student likes neither? Give your answer as a percentage.",3
"In a social network analysis, a connectivity matrix C is created where C_ij represents the number of mutual friends between users i and j. If C_ii is defined as the total number of friends user i has, show that C is always positive semidefinite.",6
Let R be a ring and I an ideal of R. Show that the quotient ring R/I is Hausdorff in the quotient topology if and only if I is closed in R with respect to some topology that makes R a topological ring.,7
"Let s(n) be the sum of the proper divisors of n (divisors of n other than n itself). A number n is called ""perfect"" if s(n) = n. What is the largest perfect number less than 10^8?",4
Find the largest real value of k for which the given system has no solution:  \[ \left\{\begin{array}{l} \frac{z}{k+\cos(x)-2}=3 \\ z=\frac{\cos(x)+7}{\cos(x)+2} \end{array}\right. \],0
"In a scientific experiment, the time T (in hours) until a certain chemical reaction occurs is exponentially distributed with mean 5 hours. What is the probability that the reaction takes place between 3 and 7 hours, rounded to four decimal places?",3
"Consider the set of all four-digit numbers that can be formed using the digits 1, 2, 3, and 4 (with repetition allowed). What percentage of these numbers are divisible by 3?",4
"In a deck of 52 playing cards, what is the probability of drawing a sequence of three cards that forms a valid poker straight (consecutive ranks, any suit) when drawn without replacement? Express your answer as a decimal rounded to four places.",5
"Let v = (3, -2, 1) and w = (0, 2, -1) be vectors in R³. Find a vector u that is orthogonal to both v and w. Then, determine if the set {u, v, w} forms a basis for R³. If not, explain why.",6
Consider all possible ways to arrange the digits 1 through 9 into a 9-digit number. For how many of these arrangements is the sum of the digits of the resulting number divisible by 11?,5
"An economics model uses a square matrix E to represent trade relationships between n countries. If e[i][j] = lcm(i,j) (least common multiple) for all elements, find an expression for det(E) in terms of n.",6
Let G be the group of symmetries of a regular tetrahedron. Prove that G is isomorphic to the alternating group $A_4$.,7
"An ""alternating permutation"" of length n is a permutation a1, a2, ..., an of the integers 1 to n such that a1 < a2 > a3 < a4 > a5 < ..., i.e., each element is alternatively less than or greater than its neighbors. Let An be the number of alternating permutations of length n. Find the value of A10.",5
"In a rhombus with diagonals of lengths 16 cm and 12 cm, determine the length of the perpendicular line segment from any vertex to the opposite side.",1
"Consider the ring R = Z[√-5]. Show that 2 and 3 are irreducible elements in R, but their product 6 is not prime in R.",7
"For an n×n Hilbert matrix H with entries hij = 1/(i+j-1), determine the limit of the largest eigenvalue of H as n approaches infinity.",6
"A rectangular sheet of metal is expanding due to heat. Its length is increasing at 2 mm/min and its width at 1 mm/min. If the initial dimensions were 50 cm by 30 cm, how fast is the area of the sheet changing after 5 minutes?",2
"Let A be an n × n matrix with entries a_ij = min(i,j) for all i,j from 1 to n. Find an expression for the characteristic polynomial of A in terms of n.",6
"Find all positive integer values of k that satisfy the equation $\lfloor\sqrt{k+3}\rfloor - \lfloor\sqrt{k}\rfloor = 1$, where $\lfloor x \rfloor$ denotes the floor function.",4
"A cylindrical water tank is being filled at a rate such that at time t hours, its volume is 4t^3 cubic meters. How fast is the water level rising when the volume is 32 cubic meters?",2
"A machine learning model produces predictions with errors that follow a Laplace distribution with probability density function f(x) = (1/(2b))e^(-|x-μ|/b), where μ is the location parameter and b is the scale parameter. If μ = 0 and b = 2, what is the probability that the absolute error of a random prediction is less than 3?",3
"In a quantum system, two state vectors are given by |ψ₁⟩ = (1, i, -1) and |ψ₂⟩ = (x, 2i, y). If these vectors are orthogonal and |ψ₂⟩ is normalized, find all possible real values for x and y.",6
Let X be a metric space and {fn} a sequence of continuous functions from X to ℝ that converges uniformly to a function f. Prove that f is continuous on X.,7
